173,31,t,3
84,166,t,2
118,97,t,1
106,158,t,1
32,108,t,3
87,160,t,1
139,157,t,3
166,105,d,1
150,86,t,1
173,168,t,3
111,21,t,3
34,116,t,2
104,154,t,2
127,29,t,3
150,168,t,3
169,163,t,3
73,104,t,1
74,89,t,1
32,151,t,2
59,157,t,3
103,23,t,4
52,39,t,2
117,163,t,2
107,96,t,4
127,87,t,2
114,151,t,2
58,161,t,4
159,35,t,4
117,97,t,3
160,85,t,1
137,35,t,4
144,150,t,3
53,28,t,1
146,92,t,3
71,153,t,4
43,26,t,4
37,57,t,3
32,29,t,4
37,165,t,1
26,156,t,1
79,151,t,4
155,88,t,2
153,20,t,1
149,167,t,1
98,95,t,1
88,100,t,2
114,95,t,1
136,28,t,2
138,28,t,1
155,153,t,1
49,165,t,3
160,34,t,4
120,38,t,2
73,87,t,3
124,85,t,1
95,159,t,2
66,26,t,3
169,35,t,3
123,35,t,4
91,30,t,2
97,35,t,3
73,32,t,2
149,89,t,2
152,90,t,1
149,166,t,2
172,25,t,2
148,154,t,1
94,30,t,4
28,22,t,1
116,157,t,4
141,163,t,4
143,91,t,1
27,44,t,1
32,63,t,1
70,151,t,2
96,94,t,4
80,32,t,2
95,32,t,4
150,91,t,4
30,71,t,1
112,85,t,2
147,164,t,4
37,153,t,2
157,38,t,2
43,54,t,2
81,21,t,2
93,94,t,3
163,26,t,3
52,35,t,4
118,87,t,1
63,166,t,2
170,29,t,4
134,151,t,4
77,168,t,4
149,22,t,1
25,60,t,3
49,120,t,3
70,153,t,2
27,152,t,2
171,163,t,3
85,39,t,4
47,167,t,4
160,90,t,4
154,102,t,2
47,163,t,4
92,157,t,2
158,28,t,3
50,23,t,4
102,34,t,4
155,165,t,4
136,100,t,4
128,165,t,1
27,158,t,4
140,160,t,3
144,38,t,4
53,21,t,4
135,96,t,1
157,90,t,4
32,36,t,3
170,105,d,1
156,150,t,3
109,155,t,4
75,166,t,4
56,26,t,2
102,104,t,1
139,27,t,1
158,24,t,3
55,87,t,3
110,91,t,4
159,164,t,1
71,21,t,4
111,20,t,2
32,97,t,2
35,136,t,3
129,100,t,1
138,161,t,3
46,168,t,4
30,138,t,1
106,94,t,1
143,168,t,2
38,46,t,3
44,99,t,1
56,31,t,2
161,35,t,3
49,123,t,3
110,24,t,3
157,166,t,1
32,44,t,4
115,102,t,2
66,20,t,3
118,99,t,2
174,105,d,1
172,35,t,3
156,100,t,3
96,168,t,1
41,79,t,3
156,168,t,3
152,85,t,3
144,153,t,4
41,27,t,2
134,169,t,1
109,160,t,2
46,169,t,2
138,85,t,3
35,80,t,1
108,91,t,3
38,162,t,3
28,82,t,3
151,89,t,4
145,24,t,3
143,162,t,2
138,154,t,2
39,22,t,2
36,158,t,2
148,156,t,3
129,92,t,4
37,36,t,1
138,95,t,2
44,64,t,3
55,157,t,2
29,55,t,1
31,28,t,2
47,20,t,1
58,88,t,4
144,103,t,3
155,36,t,1
133,22,t,4
94,33,t,1
128,166,t,2
37,61,t,3
39,165,t,1
118,20,t,1
109,22,t,4
105,90,t,1
127,168,t,1
162,86,t,4
155,104,t,2
141,98,t,1
56,163,t,3
142,94,t,3
172,105,d,1
42,119,t,1
34,160,t,3
161,30,t,1
142,102,t,1
145,86,t,3
124,163,t,3
94,95,t,3
136,154,t,2
139,88,t,4
108,21,t,3
171,151,t,1
99,33,t,1
78,98,t,3
80,169,t,4
42,98,t,1
49,136,t,4
158,87,t,1
152,159,t,4
70,154,t,2
124,24,t,1
88,88,t,2
148,153,t,1
147,168,t,3
31,52,t,2
68,93,t,2
48,24,t,2
170,153,t,3
161,25,t,4
162,93,t,3
153,167,t,2
154,33,t,3
120,92,t,2
140,34,t,2
173,20,t,1
33,134,t,2
104,163,t,2
40,88,t,2
105,36,t,3
121,150,t,1
91,88,t,2
153,37,t,1
141,166,t,2
36,139,t,2
39,148,t,4
109,88,t,3
163,151,t,2
127,86,t,2
150,102,t,4
43,104,t,3
158,94,t,4
48,160,t,4
67,156,t,3
110,167,t,1
125,97,t,4
168,162,t,4
50,98,t,1
44,63,t,1
67,39,t,2
131,94,t,4
30,154,t,1
84,164,t,1
135,98,t,1
65,26,t,3
119,96,t,4
160,36,t,3
114,34,t,3
40,158,t,3
162,162,t,4
157,156,t,4
27,68,t,3
26,101,t,1
145,31,t,4
100,150,t,2
25,44,t,4
171,36,t,2
32,119,t,2
27,165,t,4
116,34,t,2
130,32,t,2
148,101,t,4
117,87,t,4
25,145,t,4
144,93,t,1
36,36,t,4
165,38,t,1
112,90,t,1
146,91,t,1
99,155,t,2
39,35,t,1
115,85,t,1
122,24,t,2
138,167,t,3
133,20,t,1
87,156,t,1
25,136,t,4
58,163,t,3
76,96,t,3
146,101,t,3
34,147,t,1
69,34,t,1
48,82,t,1
130,162,t,1
174,34,t,4
40,55,t,2
35,25,t,1
174,25,t,2
34,146,t,4
42,135,t,1
139,39,t,1
126,168,t,2
35,82,t,2
171,158,t,4
129,164,t,2
157,160,t,4
114,87,t,3
127,37,t,4
29,28,t,3
92,38,t,3
134,21,t,3
97,33,t,1
80,150,t,3
60,90,t,4
55,100,t,1
139,165,t,2
143,152,t,2
151,28,t,2
63,101,t,2
67,25,t,3
134,168,t,2
144,98,t,2
54,103,t,1
149,88,t,4
161,169,t,1
147,158,t,2
43,143,t,1
114,104,t,1
173,33,t,2
170,163,t,3
118,91,t,4
132,160,t,4
63,85,t,1
60,98,t,3
43,52,t,3
41,44,t,3
174,165,t,3
101,35,t,3
169,24,t,3
169,169,t,1
47,159,t,2
35,116,t,3
132,88,t,2
41,56,t,1
121,101,t,3
129,103,t,4
85,24,t,2
169,38,t,4
26,99,t,4
109,157,t,2
122,169,t,2
103,92,t,1
159,157,t,4
52,92,t,3
78,153,t,2
130,158,t,1
71,166,t,3
102,103,t,1
30,94,t,1
47,154,t,1
126,25,t,4
46,68,t,2
122,166,t,1
150,25,t,4
141,165,t,4
27,95,t,3
107,152,t,4
140,97,t,2
109,165,t,4
169,22,t,1
156,104,t,1
141,23,t,3
155,97,t,4
31,72,t,1
117,151,t,1
115,154,t,2
98,32,t,1
140,38,t,4
31,56,t,2
45,40,t,4
138,99,t,4
83,154,t,4
137,102,t,4
153,39,t,4
82,160,t,4
94,167,t,2
49,102,t,2
129,94,t,4
94,90,t,1
109,159,t,1
30,31,t,2
151,169,t,1
160,93,t,1
45,74,t,3
72,30,t,3
128,162,t,3
155,156,t,2
101,154,t,2
36,169,t,2
145,35,t,2
162,90,t,4
45,152,t,2
96,98,t,1
143,33,t,1
125,157,t,1
34,151,t,1
166,161,t,4
51,90,t,1
165,27,t,1
143,90,t,1
130,151,t,3
73,152,t,1
85,22,t,3
111,35,t,4
129,38,t,1
139,103,t,1
178,105,d,1
115,87,t,3
158,158,t,4
96,96,t,4
171,22,t,4
157,27,t,1
88,86,t,1
94,169,t,4
114,37,t,4
160,102,t,1
82,100,t,4
148,92,t,1
84,88,t,2
164,90,t,3
133,165,t,4
133,25,t,1
164,104,t,2
41,55,t,1
40,138,t,3
105,166,t,4
34,104,t,4
34,153,t,3
113,168,t,3
101,160,t,3
121,86,t,4
26,34,t,3
65,39,t,2
70,158,t,2
41,66,t,1
169,150,t,2
130,29,t,4
31,47,t,1
151,157,t,1
66,169,t,2
38,23,t,2
87,87,t,3
47,145,t,4
29,155,t,1
105,162,t,3
143,93,t,3
42,145,t,3
155,22,t,3
154,153,t,4
79,91,t,3
152,37,t,4
39,46,t,1
41,78,t,4
161,28,t,2
146,104,t,1
164,101,t,2
26,160,t,4
163,94,t,4
32,42,t,4
62,102,t,1
41,72,t,3
133,97,t,4
116,150,t,1
79,28,t,3
84,152,t,1
86,95,t,2
