174,34,t,3
96,162,t,4
108,94,t,2
97,167,t,2
28,124,t,3
80,166,t,3
131,165,t,4
182,99,d,4
163,91,t,3
172,164,t,3
113,26,t,1
48,108,t,1
106,153,t,4
110,31,t,3
151,156,t,1
162,157,t,1
105,85,t,3
77,91,t,2
29,167,t,4
42,166,t,4
105,36,t,4
47,30,t,2
112,157,t,4
97,97,t,4
132,104,t,2
105,157,t,1
36,163,t,2
172,30,t,3
136,92,t,3
187,94,d,4
130,31,t,3
149,169,t,4
62,30,t,2
159,96,t,2
70,165,t,3
63,35,t,2
32,53,t,4
48,42,t,2
46,168,t,1
37,149,t,1
75,165,t,1
160,150,t,1
145,22,t,2
162,167,t,4
108,92,t,2
110,103,t,3
128,95,t,3
149,30,t,3
152,32,t,4
174,150,t,3
43,161,t,2
169,39,t,1
126,28,t,4
77,86,t,4
117,91,t,3
95,156,t,1
92,29,t,2
186,35,d,1
124,34,t,1
123,36,t,1
93,38,t,2
50,36,t,3
151,98,t,4
157,87,t,1
166,165,t,3
175,35,d,1
149,164,t,4
104,22,t,2
31,20,t,2
105,155,t,3
144,167,t,3
156,158,t,2
25,34,t,4
51,36,t,3
64,150,t,2
90,91,t,3
97,26,t,1
97,28,t,3
161,85,t,2
33,66,t,2
97,99,t,2
149,151,t,4
26,160,t,4
165,26,t,3
47,34,t,1
62,20,t,1
112,98,t,3
169,20,t,1
32,21,t,3
133,92,t,1
44,150,t,3
171,29,t,1
148,163,t,4
68,160,t,4
160,31,t,3
25,56,t,4
32,105,t,4
58,155,t,3
22,165,d,0
180,165,d,1
96,39,t,2
4,165,d,2
169,95,d,1
172,95,d,1
43,142,t,1
72,167,t,3
160,30,t,4
58,27,t,1
99,27,t,1
174,154,t,3
127,102,t,1
125,165,t,1
39,167,t,2
142,165,t,3
169,30,t,3
76,22,t,4
151,86,t,3
180,94,d,4
33,29,t,1
186,155,d,4
182,165,d,1
120,157,t,1
73,158,t,1
44,47,t,4
105,95,t,2
154,27,t,3
168,27,t,1
69,99,t,4
127,93,t,3
168,153,t,3
87,31,t,4
123,33,t,3
