163,86,1
48,134,1
153,169,3
94,167,3
162,104,1
27,166,2
26,120,2
60,165,3
169,164,1
48,137,1
146,88,4
60,168,3
158,168,3
49,114,1
142,87,4
170,168,1
158,38,3
166,107,3
102,21,4
164,91,1
31,165,3
87,168,3
91,86,0
97,104,0
142,21,4
161,101,0
25,75,0
169,79,4
162,20,4
47,66,1
164,86,1
106,38,3
39,20,4
128,20,4
58,37,3
64,101,3
175,74,4
164,105,3
20,163,3
134,151,4
29,165,3
137,150,4
158,84,4
30,22,4
153,151,4
26,33,2
26,71,2
154,85,4
22,159,3
103,101,0
48,50,1
40,21,4
157,104,3
148,88,0
131,104,3
166,168,3
131,168,3
67,39,3
75,39,3
91,150,4
167,108,3
163,90,0
138,38,3
143,87,4
162,103,1
162,89,1
25,73,2
99,21,4
26,153,2
174,162,1
59,167,3
164,96,1
53,104,3
145,168,3
25,85,2
17,167,3
164,93,1
136,150,4
77,39,3
48,59,1
58,20,4
46,167,3
172,32,1
20,164,3
85,21,4
122,38,3
120,38,3
152,167,3
99,86,4
25,25,2
105,103,3
152,150,4
144,166,3
101,20,4
146,104,3
32,169,3
168,108,1
164,89,1
115,104,0
161,96,1
72,87,4
135,104,3
48,121,1
106,101,0
144,21,4
145,86,4
155,101,3
65,20,4
26,29,2
157,167,3
97,85,4
25,150,2
27,32,2
77,102,0
25,24,2
155,85,4
97,21,4
164,92,1
27,35,2
131,39,3
165,167,3
27,115,2
173,36,1
141,85,4
124,20,4
121,87,4
26,127,0
173,165,1
83,88,4
125,169,3
51,86,0
27,21,2
26,94,2
159,22,4
47,42,1
24,157,2
162,22,4
116,103,3
26,87,2
155,168,3
48,61,1
136,88,4
157,101,3
125,22,4
104,101,0
92,87,4
45,166,3
75,169,3
23,157,3
26,143,2
169,167,3
115,86,4
66,102,3
161,84,4
70,22,4
98,103,3
126,20,4
145,85,4
115,103,3
47,40,1
147,85,4
134,88,0
87,169,3
161,87,1
170,152,0
164,22,4
174,155,1
21,162,3
81,86,4
164,99,1
49,137,1
68,22,4
49,64,1
27,112,2
156,103,3
26,84,2
16,169,3
26,31,0
159,84,4
26,105,2
124,104,3
144,86,4
109,85,4
139,87,0
65,168,3
166,82,4
153,21,4
58,150,4
71,87,4
18,165,3
163,91,4
53,167,3
162,84,4
61,21,4
25,22,2
52,166,3
162,96,1
49,41,1
141,20,4
100,20,4
126,86,4
26,20,4
22,160,3
103,20,4
141,22,4
153,166,3
48,169,3
49,150,4
56,38,3
167,107,1
161,89,4
163,98,1
112,87,4
174,75,1
130,22,4
27,34,2
96,86,4
48,66,1
26,133,2
169,110,3
171,154,1
62,169,3
25,135,2
26,138,2
47,138,1
85,102,3
42,21,4
25,168,2
101,104,3
69,104,3
25,102,2
76,104,3
97,88,4
159,168,3
124,101,3
92,150,4
26,169,2
115,169,3
146,38,3
159,85,4
60,151,4
45,167,3
70,86,4
111,169,3
156,84,4
134,104,3
98,104,3
119,151,4
163,89,1
162,98,0
66,101,3
161,86,1
108,104,3
125,101,3
117,104,3
128,22,4
145,104,3
25,95,2
65,22,4
32,168,3
147,168,3
166,106,1
84,167,3
85,169,3
159,39,3
48,40,1
68,21,4
28,24,4
161,98,1
27,43,2
25,66,2
49,42,1
172,150,4
83,168,3
67,104,3
105,21,4
26,26,2
96,105,1
25,163,0
27,66,2
120,86,0
172,26,4
25,156,2
161,104,3
122,87,4
125,20,4
134,102,3
111,103,3
62,20,4
107,169,3
62,103,0
83,86,4
27,117,2
146,167,3
28,66,2
119,169,3
100,103,0
57,22,4
149,20,4
173,30,0
27,140,2
108,169,3
48,146,1
60,23,4
90,87,4
62,101,3
167,166,3
29,67,0
174,32,0
163,20,4
91,167,3
119,103,3
129,104,3
128,104,0
163,150,4
18,169,2
25,44,0
49,57,1
28,139,2
29,20,4
25,45,2
26,167,2
165,21,4
172,22,1
62,23,4
49,49,1
174,30,1
67,169,3
25,115,2
159,151,4
97,87,4
87,104,3
59,168,3
