170,79,4
48,137,1
158,173,3
96,168,3
177,117,3
26,162,2
25,122,2
58,168,3
172,162,1
49,135,1
145,88,4
63,174,1
159,168,3
49,111,1
147,84,4
179,170,1
182,42,1
186,127,1
103,21,4
168,82,1
31,169,3
85,169,3
96,87,0
98,103,0
136,19,2
162,104,0
26,77,0
183,66,1
164,21,4
49,68,1
163,69,4
106,39,3
41,21,4
127,20,4
57,39,3
67,105,3
187,60,4
179,120,1
17,173,2
134,151,4
27,168,3
137,151,4
172,77,4
19,19,2
153,150,4
21,20,4
26,72,2
157,85,4
19,171,2
104,103,0
49,50,1
39,20,4
157,126,3
146,85,0
135,103,3
165,170,3
126,168,3
68,38,3
75,40,3
88,150,4
183,132,3
164,89,0
137,38,3
146,56,4
166,102,1
166,86,1
26,73,2
94,20,4
26,152,0
174,162,1
60,169,3
168,107,1
53,106,3
143,169,3
25,84,2
15,176,3
166,83,4
136,150,4
79,38,3
48,55,1
60,21,4
46,168,3
174,27,1
17,174,3
84,21,4
120,39,3
123,38,3
152,171,3
100,86,4
24,23,4
103,104,3
152,151,4
141,169,3
99,21,4
146,104,3
35,169,3
182,135,3
169,81,1
115,103,0
164,96,1
72,86,4
139,103,3
49,121,1
105,101,0
140,20,4
149,85,4
157,104,3
66,20,4
23,24,2
154,169,3
90,85,4
26,150,2
25,34,2
75,103,0
26,20,4
164,86,1
93,20,4
167,82,4
26,35,2
132,39,3
168,169,3
25,117,2
173,33,1
144,87,4
119,20,4
119,67,4
26,127,0
174,163,1
83,86,4
123,168,3
52,85,0
20,20,2
25,95,2
159,20,4
50,40,1
20,170,2
161,20,4
114,124,3
25,87,2
151,169,3
49,59,1
137,59,4
156,103,3
119,21,4
106,104,0
92,86,4
41,169,3
75,169,3
20,171,3
25,145,2
171,169,3
118,86,4
66,103,3
174,75,1
69,16,4
97,103,3
126,21,4
146,58,4
116,104,3
48,40,1
152,73,4
136,87,0
85,176,3
163,87,1
171,150,0
165,20,4
173,153,1
18,173,3
84,86,4
169,110,1
49,134,1
71,20,4
48,68,1
26,112,2
155,113,3
26,85,2
14,177,3
25,33,0
173,77,1
27,105,2
125,104,3
143,85,4
109,63,4
144,86,0
60,170,1
177,73,4
154,21,4
55,150,4
71,84,4
16,175,3
162,85,4
52,167,3
173,68,4
60,19,4
22,21,4
50,169,3
165,96,1
51,40,1
142,20,4
101,20,4
131,62,4
16,16,2
19,172,3
103,20,4
141,21,4
152,169,3
44,168,3
51,150,4
60,39,3
187,127,3
164,85,4
164,97,1
111,80,4
188,62,4
134,21,4
21,22,2
96,85,4
49,63,1
25,133,2
189,130,1
173,155,1
61,171,1
25,136,2
24,135,2
49,139,1
85,105,3
40,20,4
22,169,2
102,103,3
70,103,3
26,102,2
77,104,3
98,79,4
164,171,3
122,102,3
89,150,4
24,167,3
115,168,3
180,43,1
158,85,4
59,151,4
42,169,3
71,86,4
110,169,3
171,78,4
136,103,3
97,136,3
120,151,4
163,86,1
164,101,0
65,104,3
166,84,1
106,103,3
122,103,3
115,124,3
130,20,4
144,116,3
26,97,2
67,17,4
35,168,3
149,169,3
184,125,1
83,169,3
85,177,3
158,39,3
49,38,1
68,17,4
19,18,4
165,101,1
25,42,2
26,68,2
49,40,1
169,147,4
87,173,3
64,104,3
104,21,4
23,23,2
99,104,3
25,165,0
25,67,2
122,85,0
172,20,4
21,169,3
158,104,3
120,86,4
121,21,4
130,121,3
110,120,3
65,21,4
106,169,3
62,104,0
83,85,4
25,116,2
142,169,3
25,62,2
116,169,3
97,102,0
53,21,4
148,20,4
174,31,0
26,138,2
107,168,3
49,144,1
64,16,2
93,86,4
67,103,3
170,168,3
26,66,0
173,32,0
163,20,4
88,172,3
120,103,3
134,104,3
132,103,0
173,141,1
14,176,2
26,44,0
48,56,1
25,139,2
17,17,2
25,44,2
25,166,2
169,20,4
174,23,1
58,20,4
48,49,1
178,29,1
67,169,3
26,115,2
184,137,1
101,68,4
86,104,3
59,169,3
175,25,4
113,150,4
25,21,4
169,117,3
97,39,3
25,56,0
168,150,4
25,119,2
125,86,4
86,171,3
48,58,1
113,122,3
133,169,3
102,150,4
16,174,2
99,113,3
25,29,2
96,117,3
177,171,1
126,38,3
64,105,0
75,170,3
178,119,1
65,19,2
15,175,2
169,21,4
53,39,3
61,20,4
94,169,3
172,78,1
139,169,3
132,38,3
64,103,3
80,85,0
49,123,1
49,116,1
142,168,3
121,39,3
105,63,4
103,135,3
175,169,1
48,71,1
85,104,3
106,102,0
37,20,4
25,152,2
109,168,3
176,23,1
121,67,4
61,19,1
21,21,2
123,21,4
171,79,1
67,104,3
103,86,4
145,86,4
170,71,4
89,178,3
136,86,4
103,103,3
62,18,1
25,163,2
174,150,1
49,126,1
97,19,4
148,104,0
124,39,3
92,63,4
96,104,3
65,173,1
25,123,2
25,156,2
186,63,1
160,39,3
166,107,3
84,103,3
138,102,0
165,107,3
163,99,1
23,22,4
134,87,4
26,23,0
170,150,4
25,104,2
166,150,4
83,175,3
176,175,1
178,169,1
69,150,4
134,38,3
173,20,4
117,38,3
29,168,3
65,18,2
174,167,0
182,67,1
26,25,2
54,20,4
112,169,3
173,173,3
73,20,4
81,20,4
25,55,2
128,21,4
150,21,4
26,118,2
133,150,4
161,169,3
132,21,4
60,171,3
155,85,4
26,53,2
76,168,3
169,168,3
105,104,0
143,84,4
67,16,2
20,19,4
164,104,3
92,85,4
23,169,3
49,106,1
114,85,4
49,133,1
92,169,3
26,135,2
162,168,3
183,26,1
82,38,3
49,47,1
172,148,4
50,134,1
50,20,4
99,85,4
