178,69,4
54,137,1
162,192,3
94,178,3
180,134,4
20,163,2
20,123,3
58,181,3
178,162,4
49,135,1
145,84,2
65,192,3
160,170,1
61,122,3
147,63,4
188,184,3
191,27,1
192,141,4
105,18,4
178,75,1
31,183,3
90,182,3
97,81,0
97,104,0
132,7,4
165,105,0
26,75,0
186,46,1
168,11,1
53,65,1
163,45,3
104,39,3
40,13,4
123,12,4
57,39,3
67,128,3
187,36,1
181,138,4
9,182,2
134,150,4
27,183,3
140,145,4
187,69,1
10,12,4
154,148,4
11,14,4
11,72,2
155,73,4
15,180,3
102,108,0
49,50,1
39,14,4
159,144,4
145,81,0
135,106,1
167,192,3
127,169,3
68,39,3
91,43,3
88,150,4
187,148,4
165,89,0
137,41,2
149,40,3
189,103,1
190,86,1
14,75,2
95,20,4
24,154,0
181,167,1
63,174,3
191,107,1
62,121,3
143,181,3
15,85,2
14,192,3
167,71,4
142,148,4
79,40,3
49,55,1
59,11,4
47,172,3
180,17,1
16,188,3
83,20,4
120,39,3
122,39,3
153,188,3
100,73,4
22,9,4
103,114,3
153,150,4
142,178,3
101,15,2
144,114,3
35,188,3
187,150,4
178,72,4
111,107,0
183,96,1
72,72,4
142,109,3
49,121,1
105,107,0
146,17,2
149,66,4
157,108,1
65,18,4
11,21,4
155,169,3
94,76,4
17,149,2
7,34,2
76,104,0
25,15,4
167,87,3
92,19,4
175,74,1
20,35,2
130,39,3
169,171,3
7,117,2
175,24,4
146,82,4
118,11,4
119,49,3
22,122,0
182,172,3
85,80,4
124,169,3
52,85,0
12,12,4
19,95,2
164,7,4
51,47,1
19,181,3
166,17,1
111,143,4
23,87,2
151,192,3
53,60,1
137,45,3
156,107,1
113,18,2
106,108,0
95,81,4
40,173,3
75,169,3
20,182,3
24,144,2
174,179,3
117,82,1
63,107,3
192,69,1
84,8,1
95,107,3
123,15,4
149,41,3
116,106,3
51,42,1
152,49,3
137,81,0
93,192,3
168,88,3
176,150,0
170,8,4
182,155,1
10,180,3
86,71,4
190,112,1
57,134,1
74,18,1
49,71,1
21,112,2
155,137,4
18,84,2
7,192,3
21,30,0
191,72,1
24,106,3
126,107,3
143,83,4
109,43,3
141,82,0
74,173,3
187,59,4
155,20,4
55,150,4
68,73,4
13,189,3
159,76,4
54,173,3
173,44,4
71,12,4
18,11,4
50,192,3
189,96,1
69,41,3
144,7,1
99,20,4
131,48,3
5,8,4
9,177,2
103,20,4
143,13,1
151,169,3
43,180,3
51,139,4
69,40,3
190,144,4
163,83,4
184,97,1
111,56,4
192,42,4
133,11,4
7,22,2
96,68,4
55,63,1
23,130,4
192,146,4
184,158,1
64,185,3
18,136,2
22,134,0
50,140,4
83,119,3
41,7,4
21,180,3
101,109,2
71,112,1
16,98,2
77,114,3
98,55,4
166,193,3
122,108,3
91,150,4
19,172,2
115,172,3
189,28,1
158,68,4
59,144,1
42,188,3
70,79,4
112,169,3
186,71,1
136,106,3
95,140,4
118,148,4
171,89,1
166,102,0
67,107,3
172,79,1
105,108,3
122,117,3
115,140,4
128,15,4
148,136,4
10,97,2
82,8,4
34,169,3
148,192,3
189,140,4
87,181,3
92,194,3
156,39,3
56,40,1
82,7,1
13,8,4
185,101,1
7,41,2
16,70,2
53,43,1
183,151,4
93,189,3
64,116,3
101,18,2
11,20,2
99,123,3
24,166,0
16,67,2
120,85,0
176,6,1
15,176,3
157,113,3
120,80,1
121,18,4
130,137,4
108,138,4
64,14,4
105,170,3
58,106,0
85,69,4
10,115,2
142,185,3
9,61,2
113,185,3
96,105,0
53,19,2
153,17,1
174,33,0
24,137,2
107,169,3
67,139,4
79,12,1
95,85,4
64,106,3
170,172,3
22,69,0
174,31,0
168,7,1
98,184,3
123,112,3
134,112,3
134,106,0
184,150,4
6,186,3
