171,78,1
49,136,1
158,180,3
96,169,3
180,121,3
26,163,2
25,121,2
58,169,3
174,162,1
49,135,1
145,87,4
65,176,3
160,168,3
54,112,1
147,80,4
186,170,3
188,41,4
190,130,3
104,21,4
168,81,4
31,170,3
88,171,1
96,86,0
98,104,0
133,20,4
163,104,0
26,75,0
186,62,4
164,20,4
49,67,1
163,62,4
106,39,3
40,21,4
126,20,4
58,39,3
67,111,3
187,53,4
181,125,3
17,173,3
133,151,4
27,169,3
136,151,4
175,74,1
19,18,4
152,150,4
21,20,2
25,72,2
158,85,4
19,171,2
104,104,0
49,50,1
39,21,4
157,133,3
145,85,0
134,103,3
165,177,3
125,169,3
69,38,3
78,41,1
88,150,4
183,139,3
164,88,0
137,39,3
146,49,4
173,102,1
173,86,1
25,73,2
95,20,4
25,152,0
175,162,1
61,169,3
174,107,1
58,108,1
143,170,3
25,85,2
14,177,3
166,83,1
137,150,4
78,38,3
48,54,1
59,21,4
47,168,3
174,26,1
17,174,2
83,21,4
119,38,3
122,38,3
152,175,3
100,85,4
23,23,2
103,105,3
153,151,4
141,170,3
99,20,4
145,104,3
35,171,3
182,142,3
169,80,1
114,103,0
166,96,1
72,85,4
139,104,3
49,122,1
105,102,0
141,20,4
149,83,4
156,103,3
66,21,4
23,24,2
155,169,3
91,85,4
25,150,2
24,34,2
76,103,0
25,21,4
164,85,1
92,20,4
168,82,1
26,35,2
131,38,3
168,168,3
24,117,2
174,33,1
144,86,4
120,20,4
119,60,4
25,127,0
175,163,1
83,85,4
124,168,3
52,86,0
20,20,4
26,95,2
159,19,4
50,41,3
20,170,2
160,20,4
114,131,3
25,86,2
151,175,3
48,59,1
137,52,4
156,104,3
119,20,4
105,105,0
91,86,4
40,169,3
75,168,3
20,171,3
26,145,2
173,169,3
117,86,4
65,104,3
178,72,4
70,10,1
96,104,3
127,21,4
146,51,4
115,104,3
48,39,1
152,66,4
136,86,0
89,179,3
163,86,1
172,150,0
165,19,4
174,153,1
18,173,3
84,85,4
174,111,1
48,134,1
72,20,4
48,69,1
25,112,2
155,120,3
26,84,2
11,179,3
25,32,0
176,74,4
26,105,2
125,103,3
142,85,4
109,56,4
144,85,0
61,170,1
180,69,1
153,20,4
54,150,4
71,83,4
15,175,3
161,85,4
53,168,3
173,61,4
61,19,1
22,21,4
50,175,3
172,96,1
56,40,1
142,19,4
100,20,4
131,55,4
15,14,2
19,172,3
102,20,4
140,21,4
151,169,3
43,169,3
50,150,4
59,39,3
188,133,3
164,84,4
167,97,1
111,73,4
191,58,1
135,20,4
21,22,2
96,84,4
50,63,1
26,132,2
190,135,3
174,155,1
62,172,3
23,136,2
24,135,0
49,140,1
85,106,3
41,20,4
21,169,2
102,104,3
70,104,3
25,102,2
76,104,3
98,72,4
164,178,3
122,103,3
90,150,4
23,167,2
115,169,3
186,42,4
158,84,4
59,150,4
42,171,3
71,85,4
110,168,3
174,76,4
136,104,3
97,143,3
120,150,4
164,86,1
164,102,0
65,105,3
166,84,1
105,104,3
122,104,3
115,131,3
131,20,4
144,123,3
25,97,2
68,11,1
35,168,3
149,176,3
188,128,3
86,170,1
89,180,3
157,39,3
49,40,1
69,11,1
18,18,2
168,101,1
23,42,2
26,69,2
50,40,1
175,146,1
91,176,1
64,106,3
105,21,4
22,23,2
99,106,3
25,164,0
24,67,2
121,85,0
172,19,4
21,170,3
157,104,3
120,85,4
120,21,4
130,128,3
110,127,3
65,20,4
106,168,3
61,104,0
83,84,4
25,115,2
142,170,3
25,61,2
116,173,3
97,103,0
54,21,4
147,20,4
174,32,0
25,138,2
107,169,3
55,144,4
65,15,4
94,86,4
66,103,3
169,169,3
26,67,0
173,31,0
163,19,4
92,175,1
120,104,3
135,104,3
132,104,0
178,143,3
13,177,2
26,45,0
49,56,1
26,139,2
16,16,4
25,42,2
24,166,2
168,20,4
174,21,1
59,20,4
49,49,1
185,29,1
68,169,3
26,116,2
185,143,3
101,61,4
85,104,3
59,170,1
177,20,4
113,151,4
26,21,4
169,124,3
98,39,3
26,56,0
169,150,4
24,119,2
125,85,4
90,174,1
49,58,1
113,129,3
133,171,3
102,151,4
16,174,3
99,120,3
25,30,2
96,124,3
184,171,3
126,39,3
64,105,0
76,171,3
180,123,3
65,19,1
15,176,2
168,21,4
52,39,3
60,20,4
95,169,3
174,75,1
139,168,3
132,39,3
64,103,3
79,85,0
49,124,1
48,116,1
142,169,3
121,38,3
105,56,4
103,142,3
181,169,1
48,70,1
85,105,3
106,103,0
38,20,4
24,152,2
109,169,3
179,19,4
121,60,4
63,19,1
21,21,2
123,20,4
176,79,1
67,105,3
103,85,4
146,86,4
170,64,4
95,179,1
137,86,4
103,104,3
62,18,4
25,162,2
173,150,1
50,126,1
97,12,1
148,103,0
124,38,3
92,56,4
96,105,3
67,174,2
26,123,2
25,155,2
190,60,4
160,39,3
166,107,3
84,104,3
138,104,0
165,114,3
164,99,1
23,22,4
134,86,4
25,23,0
176,149,1
24,104,2
165,150,4
88,177,1
183,175,3
185,169,1
70,150,4
134,38,3
174,20,4
117,39,3
29,169,3
67,18,1
174,166,0
186,64,4
25,25,2
53,20,4
112,170,3
177,176,1
74,20,4
80,20,4
24,55,2
128,20,4
150,20,4
26,117,2
134,150,4
161,169,3
132,20,4
61,171,3
155,85,4
26,54,2
76,169,3
170,168,3
104,105,0
143,81,4
68,13,1
20,19,2
164,105,3
92,83,4
23,169,3
53,106,1
112,85,4
49,132,1
92,168,3
25,135,2
162,169,3
189,25,4
83,38,3
48,47,1
178,147,1
56,134,1
49,20,4
99,84,4
100,39,3
110,169,3
96,85,4
24,24,2
82,169,3
170,80,4
89,151,4
112,169,3
184,140,3
