166,100
104,45
32,168
61,71
65,143
155,175
51,64
162,174
144,105
50,63
167,151
140,10
10,64
50,113
11,132
35,171
60,171
181,43
16,132
14,167
112,108
55,44
128,51
155,63
167,91
99,51
176,111
141,170
111,46
74,168
110,169
77,190
49,66
16,183
94,2
174,111
64,10
11,36
42,20
102,127
186,26
100,142
167,39
173,24
138,78
67,85
159,175
177,73
164,98
24,134
21,72
103,151
13,183
180,65
14,88
115,54
175,34
111,81
180,32
8,179
14,177
19,125
25,142
155,15
77,3
71,78
139,130
108,71
70,178
31,182
108,18
180,189
164,142
119,58
142,19
21,145
88,104
13,179
185,35
146,18
129,19
11,16
17,138
187,128
84,83
130,105
125,17
56,18
172,20
117,139
82,76
58,81
139,20
169,48
129,82
125,111
104,53
176,169
105,12
53,121
37,17
73,72
35,188
49,64
50,53
73,126
13,90
23,70
74,186
96,183
117,19
151,171
121,142
175,153
24,17
172,170
123,174
182,47
177,72
167,69
26,21
11,56
10,9
69,11
89,7
159,176
50,55
108,135
104,5
154,178
18,30
135,59
76,81
83,190
108,57
59,81
24,165
146,180
71,10
74,180
85,85
29,187
155,190
169,108
126,20
23,123
69,20
93,173
112,53
43,178
193,172
61,182
187,157
127,73
182,154
197,189
47,178
154,119
67,45
18,66
163,99
102,110
79,18
79,20
88,105
194,161
109,126
63,131
97,191
174,154
82,61
55,169
122,143
183,122
20,68
14,186
34,11
18,184
133,182
126,55
62,174
147,142
25,103
15,177
149,127
96,10
40,173
137,134
198,17
39,20
177,43
106,83
183,73
45,188
186,80
25,169
160,109
123,80
175,77
48,18
114,175
143,8
101,143
142,54
12,77
96,72
85,80
119,109
126,179
88,84
133,169
170,187
25,39
124,84
191,135
35,172
120,105
66,16
82,193
78,74
170,53
170,12
165,63
60,105
189,175
70,50
55,63
131,78
93,107
195,50
77,72
187,14
92,13
79,108
8,124
21,102
136,83
16,82
18,34
177,108
105,52
37,20
17,15
184,156
25,41
64,105
184,11
112,61
75,62
158,181
124,128
24,41
106,54
166,182
5,185
86,10
165,141
61,47
70,169
118,20
70,12
81,185
194,168
60,103
191,58
98,104
51,169
164,80
79,189
193,54
25,59
74,84
50,131
26,174
89,189
107,109
121,127
181,169
21,156
118,168
100,138
144,186
179,48
110,46
128,116
19,135
33,178
191,70
187,108
11,180
168,105
133,141
71,13
141,46
59,68
167,83
184,65
145,57
197,177
116,181
179,60
148,141
173,183
77,39
166,96
21,174
4,185
170,80
98,84
105,79
153,79
75,146
137,188
12,121
191,53
141,7
77,187
25,33
5,190
127,189
170,78
45,12
189,32
174,12
151,20
81,147
72,17
168,122
68,56
194,141
50,123
163,19
21,79
74,85
84,174
193,21
116,19
127,61
119,39
180,70
179,179
25,23
182,139
177,125
156,20
125,19
120,57
191,133
93,110
184,17
20,100
23,173
94,10
134,17
48,173
152,53
44,169
130,83
133,175
144,67
162,128
176,170
155,78
19,173
133,14
119,106
192,39
153,111
180,160
139,73
64,65
53,129
21,159
16,177
19,178
119,75
37,8
85,84
54,115
110,109
132,103
49,52
65,83
105,80
25,127
11,178
25,153
20,79
135,19
22,104
22,64
74,147
49,116
10,95
110,53
176,92
18,46
22,139
76,176
150,144
135,57
177,24
11,10
154,104
144,114
55,147
120,106
54,136
51,148
114,82
18,169
22,29
80,73
111,114
47,180
179,187
51,121
113,85
188,144
116,142
120,15
30,181
68,181
89,5
50,138
38,20
180,55
11,175
18,99
127,190
142,60
183,83
61,49
138,150
8,189
163,84
183,33
22,35
17,137
169,132
156,141
61,173
181,155
54,18
78,83
118,38
183,13
149,17
133,105
130,13
183,81
97,55
195,16
12,175
23,124
147,178
154,82
145,104
92,79
26,84
178,115
73,6
177,166
16,123
32,188
179,101
190,154
179,135
85,136
150,12
74,113
52,126
9,125
186,152
167,117
168,48
61,79
149,113
120,107
168,110
162,120
153,82
25,149
185,149
170,45
163,46
79,14
137,84
123,108
12,66
53,184
122,173
110,9
130,129
93,19
23,47
105,18
191,131
178,150
127,107
108,55
182,122
162,45
180,29
147,105
138,18
25,117
187,70
182,67
174,140
184,128
176,116
32,189
15,89
93,111
164,102
11,101
125,150
9,184
147,77
75,186
25,43
95,66
175,95
18,109
174,166
26,82
101,184
151,17
18,167
17,71
82,70
141,172
72,48
100,53
73,183
66,86
74,110
17,174
195,188
154,105
25,93
197,15
189,189
130,54
118,121
148,64
72,46
150,142
34,13
161,186
70,118
173,153
121,171
180,35
13,100
26,54
24,34
187,27
25,76
88,196
116,170
112,170
169,105
10,79
160,79
185,127
102,63
59,138
191,137
66,183
189,176
42,17
81,192
51,170
88,65
159,16
22,80
183,152
113,169
174,46
30,188
124,57
45,10
62,45
188,107
51,20
68,178
115,182
112,82
181,45
175,116
170,126
196,185
198,185
174,155
144,58
118,170
177,20
13,112
136,187
187,16
19,71
189,22
189,143
20,18
193,46
38,14
92,4
114,176
112,173
16,130
110,60
59,42
179,142
188,114
119,185
127,48
178,80
184,38
25,36
39,185
18,45
49,62
169,79
30,19
193,57
62,110
77,130
134,74
27,186
150,137
161,84
98,86
169,178
40,169
89,82
168,169
122,170
82,189
104,47
115,120
86,193
164,121
97,15
30,9
52,145
190,38
16,16
75,142
11,28
176,153
101,171
160,136
48,180
198,183
79,168
74,83
25,95
173,109
162,18
61,174
10,72
175,82
20,70
65,14
76,190
107,70
149,169
103,73
49,182
131,14
39,169
176,75
138,181
196,167
181,187
84,17
53,64
154,126
55,85
181,56
59,103
163,169
52,51
79,125
95,60
142,116
188,44
121,135
112,169
71,173
182,39
50,111
103,75
36,184
87,81
23,20
56,150
178,163
19,157
150,45
170,111
64,16
77,8
191,50
148,180
24,185
82,192
106,18
155,49
58,80
171,20
64,174
139,168
126,169
62,183
187,155
184,134
162,52
86,194
178,144
16,124
195,158
139,109
72,175
171,70
152,12
148,82
194,20
23,37
40,12
13,160
195,161
142,62
50,17
20,76
82,187
123,115
86,85
123,110
52,39
186,160
168,81
96,76
152,141
47,170
21,170
104,80
115,106
177,89
50,40
128,77
131,103
125,20
48,181
159,129
151,80
49,40
93,83
137,136
14,28
169,103
38,180
106,170
182,21
125,81
121,132
4,189
175,145
49,49
167,85
144,174
192,66
15,57
112,140
25,177
64,188
161,113
24,36
25,52
167,9
58,169
57,141
146,54
181,120
161,61
42,189
168,151
87,64
69,12
25,138
39,177
193,149
117,76
48,146
181,182
85,46
125,188
142,20
98,130
17,104
180,34
189,172
9,13
169,82
56,176
84,181
102,132
168,140
109,120
192,53
25,81
187,96
11,189
110,66
18,12
139,120
15,178
133,116
163,97
50,81
196,140
24,142
158,172
187,58
12,139
172,77
122,20
54,181
52,19
169,81
49,80
173,10
152,39
100,84
110,15
121,82
16,181
51,130
90,107
105,11
63,175
51,133
173,49
16,142
189,165
66,11
47,19
49,57
118,58
194,139
137,182
180,170
33,14
116,105
107,79
10,157
34,174
75,38
49,113
8,57
133,64
20,150
172,74
63,78
171,135
193,179
65,17
71,181
11,117
15,15
93,62
68,12
12,50
85,121
9,32
68,117
183,133
162,70
70,18
21,103
129,104
161,106
188,10
90,185
183,124
65,186
169,94
75,177
121,103
53,77
32,17
177,132
9,185
81,177
174,115
48,114
70,103
75,11
90,9
86,84
151,73
116,190
179,122
45,169
179,84
131,80
191,11
172,96
