147,94,t,1
44,137,t,1
22,165,d,2
166,95,d,1
174,20,t,3
75,91,t,4
97,97,t,4
112,30,t,1
191,35,d,1
115,30,t,4
107,155,t,3
164,31,t,4
89,165,t,1
148,96,t,1
36,163,t,2
140,157,t,3
33,53,t,2
160,101,t,3
59,33,t,2
132,156,t,2
126,32,t,1
35,125,t,2
180,165,d,1
170,32,t,4
49,163,t,1
85,162,t,3
72,104,t,1
6,25,d,2
184,25,d,1
164,100,t,3
25,149,t,4
139,98,t,1
33,20,t,2
73,26,t,1
145,102,t,3
115,28,t,1
49,156,t,3
174,95,d,1
141,35,t,2
197,95,d,1
159,90,t,3
180,95,d,1
161,161,t,3
41,159,t,3
184,155,d,1
180,167,d,3
173,35,t,1
161,152,t,1
31,96,t,2
154,99,t,1
194,154,d,4
130,158,t,2
61,94,t,4
157,97,t,2
103,98,t,2
108,156,t,3
25,94,t,3
118,161,t,3
151,95,t,2
195,94,d,4
10,165,d,2
78,96,t,4
19,25,d,2
124,31,t,3
70,158,t,3
71,31,t,2
36,131,t,1
79,31,t,1
192,96,d,3
40,136,t,2
56,27,t,2
55,91,t,4
26,31,t,4
28,142,t,3
120,96,t,4
127,91,t,1
141,96,t,3
28,45,t,2
158,104,t,1
78,22,t,3
143,27,t,1
75,88,t,3
85,101,t,3
91,37,t,2
153,95,t,4
19,165,d,2
87,85,t,3
15,166,d,3
34,70,t,3
29,37,t,2
27,104,t,2
35,166,t,3
29,147,t,4
17,25,d,2
171,152,t,1
160,98,t,2
31,169,t,2
135,153,t,2
32,136,t,2
46,67,t,3
84,165,t,3
164,154,t,4
36,31,t,3
166,156,t,2
178,165,d,1
173,37,t,1
190,95,d,1
71,165,t,2
111,89,t,2
170,155,t,1
147,150,t,3
108,92,t,2
156,94,t,2
183,95,d,1
117,91,t,4
99,101,t,4
151,164,t,2
161,159,t,2
25,133,t,3
26,163,t,3
146,28,t,2
117,155,t,2
128,33,t,2
57,90,t,4
58,169,t,2
26,56,t,2
144,161,t,4
180,25,d,1
187,36,d,3
162,161,t,1
31,163,t,2
34,162,t,2
113,163,t,3
32,26,t,4
120,165,t,1
32,65,t,2
191,95,d,1
61,157,t,1
158,162,t,3
159,156,t,2
176,25,d,1
49,35,t,1
78,97,t,2
16,165,d,4
169,97,d,3
42,127,t,3
137,99,t,2
109,104,t,4
186,96,d,3
54,22,t,1
160,91,t,3
105,96,t,3
197,35,d,1
28,58,t,2
114,30,t,3
138,153,t,1
34,134,t,2
27,141,t,3
112,29,t,1
127,158,t,1
167,20,t,1
194,93,d,4
165,25,t,1
147,27,t,1
165,161,t,1
181,94,d,4
73,99,t,4
164,155,t,3
35,158,t,3
15,165,d,2
160,85,t,1
106,156,t,3
31,60,t,4
174,165,t,1
175,96,d,3
178,25,d,1
78,20,t,1
179,35,d,1
127,156,t,1
145,20,t,2
20,166,d,3
193,95,d,1
146,160,t,4
25,49,t,3
122,163,t,3
159,24,t,2
137,25,t,2
26,29,t,4
171,35,t,3
160,89,t,1
23,25,d,2
26,99,t,4
73,34,t,4
155,97,t,3
90,161,t,3
80,96,t,2
168,39,t,1
160,154,t,4
121,100,t,1
92,92,t,4
37,157,t,3
95,95,t,3
42,21,t,4
124,95,t,2
172,158,t,3
180,94,d,4
130,162,t,1
162,95,t,1
170,95,d,1
88,95,t,2
99,32,t,3
31,165,t,2
42,41,t,3
170,165,t,1
49,78,t,4
148,151,t,3
189,165,d,1
151,163,t,1
192,155,d,1
79,95,t,1
90,104,t,1
129,153,t,1
175,95,d,1
86,30,t,1
104,96,t,4
163,27,t,2
13,24,d,4
40,69,t,1
72,160,t,3
26,122,t,2
143,91,t,1
95,152,t,1
134,25,t,4
94,166,t,2
50,32,t,3
7,25,d,2
117,100,t,2
74,97,t,3
30,39,t,2
147,169,t,1
75,85,t,2
57,34,t,4
97,158,t,3
39,161,t,2
96,90,t,4
138,32,t,4
28,47,t,2
127,21,t,1
147,90,t,2
131,164,t,3
167,38,t,1
105,104,t,1
168,31,t,2
186,35,d,1
171,33,t,2
145,93,t,4
33,26,t,1
174,25,t,1
26,140,t,3
163,154,t,2
22,65,d,2
74,162,t,1
105,168,t,4
96,161,t,2
124,155,t,3
140,28,t,4
125,95,t,1
123,159,t,1
67,101,t,1
121,99,t,4
102,95,t,3
28,59,t,2
115,36,t,2
131,85,t,3
13,165,d,2
134,92,t,2
28,157,t,2
119,156,t,2
96,92,t,1
166,155,t,2
41,129,t,4
105,32,t,1
111,29,t,3
34,62,t,2
21,25,d,2
113,21,t,1
136,160,t,4
186,155,d,1
121,167,t,3
177,97,d,3
25,119,t,3
173,96,d,3
173,158,t,3
27,129,t,1
29,21,t,3
28,158,t,1
153,92,t,1
14,165,d,2
15,25,d,2
29,74,t,2
43,84,t,4
182,96,d,3
173,156,t,4
152,161,t,1
43,48,t,4
30,160,t,1
47,73,t,4
73,93,t,2
171,156,t,1
26,90,t,3
56,85,t,3
155,101,t,2
149,25,t,3
40,51,t,1
99,99,t,1
174,39,t,2
25,28,t,4
164,89,t,3
129,98,t,4
11,165,d,2
143,158,t,3
17,165,d,2
187,165,d,1
27,114,t,4
92,26,t,3
29,50,t,4
150,88,t,3
136,157,t,1
27,156,t,2
58,35,t,4
86,162,t,1
130,34,t,4
32,41,t,3
80,33,t,1
193,155,d,1
49,26,t,1
191,165,d,1
45,66,t,1
42,145,t,1
69,163,t,2
110,101,t,2
190,35,d,1
