31,43,t,0
168,106,d,1
26,78,t,0
161,153,t,0
80,87,t,0
164,83,d,4
80,168,t,0
92,103,t,0
175,117,d,3
176,85,d,4
30,145,t,0
48,165,t,0
72,98,t,0
62,169,t,0
180,123,d,3
171,153,t,0
136,163,t,0
50,20,t,0
47,56,t,0
27,142,t,0
169,91,d,4
84,22,t,0
30,103,t,0
67,163,t,0
125,160,t,0
187,129,d,3
174,29,t,0
68,165,t,0
173,146,d,1
171,36,t,0
161,166,t,0
146,104,t,0
114,88,t,0
28,22,t,0
105,26,t,0
102,164,t,0
177,118,d,3
46,44,t,0
160,150,t,0
115,166,t,0
162,89,t,0
62,23,t,0
27,78,t,0
107,169,t,0
25,72,t,0
149,94,t,0
129,167,t,0
31,92,t,0
176,118,d,3
115,86,t,0
137,97,t,0
28,138,t,0
17,16,d,2
163,108,d,3
120,166,t,0
74,168,t,0
26,61,t,0
99,157,t,0
66,167,t,0
165,35,t,0
47,158,t,0
28,68,t,0
170,34,t,0
88,96,t,0
147,96,t,0
101,85,t,0
187,130,d,3
100,99,t,0
48,125,t,0
166,106,d,1
71,21,t,0
173,81,d,4
58,21,t,0
25,71,t,0
160,166,t,0
165,103,d,4
131,86,t,0
31,38,t,0
105,99,t,0
29,100,t,0
161,111,d,3
171,33,t,0
117,169,t,0
170,111,d,3
165,94,d,1
123,92,t,0
130,25,t,0
140,91,t,0
169,101,d,1
110,88,t,0
110,97,t,0
118,160,t,0
116,164,t,0
173,83,d,4
43,22,t,0
137,98,t,0
28,26,t,0
49,39,t,0
162,110,d,3
149,85,t,0
33,44,t,0
30,23,t,0
168,111,d,3
158,110,d,3
71,170,d,3
41,21,t,0
47,141,t,0
35,21,t,0
28,84,t,0
29,46,t,0
53,38,t,0
47,59,t,0
91,89,t,0
48,145,t,0
39,169,t,0
52,20,t,0
20,171,d,3
110,26,t,0
134,21,t,0
172,36,t,0
58,23,t,0
115,27,t,0
127,23,t,0
171,110,d,1
69,165,t,0
61,22,t,0
161,87,t,0
102,85,t,0
172,157,t,0
27,154,t,0
63,85,t,0
128,24,t,0
145,23,t,0
50,167,t,0
89,90,t,0
173,34,t,0
152,92,t,0
158,27,t,0
129,99,t,0
124,103,t,0
